experiment,strategy,instance_id,cost,summary_cost,has_summary,summary_count,turn_count,mean_reasoning_tokens,mean_completion_tokens,mean_prompt_tokens,outcome
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,astropy__astropy-13398,1.0914,0.0,False,0,125,0,155,49604,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,astropy__astropy-13453,0.0947,0.0,False,0,30,0,30,10782,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,astropy__astropy-13579,0.5056,0.0,False,0,111,0,65,25103,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,astropy__astropy-13977,0.018,0.0,False,0,11,0,34,4508,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,astropy__astropy-14096,1.2261,0.0,False,0,130,0,115,48447,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,astropy__astropy-14182,3.1651,0.0,False,0,251,0,73,77073,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,astropy__astropy-14309,0.0313,0.0,False,0,9,0,19,14392,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,astropy__astropy-14365,0.0161,0.0,False,0,12,0,20,2708,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,astropy__astropy-14369,0.1068,0.0,False,0,35,0,50,9490,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,astropy__astropy-14508,0.0179,0.0,False,0,11,0,17,3624,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,astropy__astropy-14539,0.0368,0.0,False,0,14,0,52,6437,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,astropy__astropy-14598,3.8137,0.0,False,0,251,0,115,88282,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,astropy__astropy-14995,0.0226,0.0,False,0,12,0,67,4315,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,astropy__astropy-7606,0.0383,0.0,False,0,18,0,42,4801,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,astropy__astropy-8707,0.0612,0.0,False,0,18,0,28,13042,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,astropy__astropy-8872,0.0285,0.0,False,0,12,0,220,4704,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-10097,4.4689,0.0,False,0,238,0,51,106529,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-10554,0.194,0.0,False,0,54,0,53,15027,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-10999,0.0356,0.0,False,0,22,0,36,4906,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-11087,0.1105,0.0,False,0,17,0,59,32998,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-11138,0.0082,0.0,False,0,5,0,21,3072,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-11149,0.7879,0.0,False,0,82,0,65,52975,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-11206,0.1391,0.0,False,0,42,0,86,14191,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-11211,0.0354,0.0,False,0,18,0,25,5678,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-11239,0.013,0.0,False,0,10,0,39,2718,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-11265,0.0154,0.0,False,0,10,0,14,4430,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-11292,0.316,0.0,False,0,85,0,77,20093,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-11299,0.1418,0.0,False,0,39,0,48,10994,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-11333,0.0268,0.0,False,0,11,0,97,4033,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-11400,0.0588,0.0,False,0,11,0,38,25990,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-11433,0.6916,0.0,False,0,73,0,106,56850,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-11477,0.0129,0.0,False,0,10,0,23,3150,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-11490,0.0617,0.0,False,0,26,0,52,7900,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-11532,0.0429,0.0,False,0,27,0,41,6664,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-11555,0.043,0.0,False,0,20,0,62,8283,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-11728,0.2868,0.0,False,0,57,0,156,17055,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-11734,2.1251,0.0,False,0,213,0,90,51867,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-11740,0.4598,0.0,False,0,108,0,38,18259,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-11790,0.0261,0.0,False,0,15,0,37,4221,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-11815,0.7493,0.0,False,0,80,0,91,54908,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-11820,0.0138,0.0,False,0,10,0,16,3402,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-11848,0.0224,0.0,False,0,10,0,103,4386,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-11885,0.8248,0.0,False,0,120,0,75,33342,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-11964,0.1245,0.0,False,0,49,0,37,9623,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-11999,2.6273,0.0,False,0,251,0,97,64882,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-12039,1.6157,0.0,False,0,149,0,91,55116,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-12193,0.0675,0.0,False,0,12,0,43,26126,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-12273,0.0417,0.0,False,0,21,0,50,4647,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-12304,0.0321,0.0,False,0,5,0,14,23858,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-12308,0.4225,0.0,False,0,83,0,128,22244,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-12325,0.0164,0.0,False,0,12,0,26,3286,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-12406,0.0484,0.0,False,0,24,0,28,5638,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-12663,0.6461,0.0,False,0,81,0,52,44826,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-12708,0.0,0.0,False,0,1,0,0,0,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-12754,0.1079,0.0,False,0,33,0,49,8976,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-12774,0.0882,0.0,False,0,33,0,43,10123,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-12965,0.2097,0.0,False,0,29,0,44,34853,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-13023,0.012,0.0,False,0,10,0,21,2993,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-13028,0.1091,0.0,False,0,30,0,51,9367,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-13033,0.5937,0.0,False,0,109,0,89,25633,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-13089,0.0751,0.0,False,0,8,0,58,27217,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-13109,0.132,0.0,False,0,19,0,51,33635,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-13112,0.1293,0.0,False,0,59,0,30,9604,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-13121,0.0158,0.0,False,0,7,0,34,3898,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-13128,2.1963,0.0,False,0,198,0,58,58715,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-13158,0.6113,0.0,False,0,83,0,43,40475,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-13195,0.0768,0.0,False,0,27,0,78,10475,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-13212,0.0563,0.0,False,0,23,0,93,8274,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-13297,0.0845,0.0,False,0,41,0,45,8284,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-13315,0.4633,0.0,False,0,44,0,80,50995,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-13344,0.1081,0.0,False,0,20,0,56,5435,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-13346,2.838,0.0,False,0,195,0,223,83199,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-13363,0.0376,0.0,False,0,7,0,24,21978,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-13406,0.5104,0.0,False,0,89,0,85,28766,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-13410,0.4984,0.0,False,0,139,0,56,21212,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-13449,0.1678,0.0,False,0,54,0,56,14752,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-13513,0.0629,0.0,False,0,40,0,26,6605,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-13551,0.0078,0.0,False,0,6,0,18,2089,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-13568,0.8893,0.0,False,0,101,0,60,50057,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-13590,1.2295,0.0,False,0,135,0,59,45041,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-13794,2.4243,0.0,False,0,175,0,67,84722,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-13807,0.0109,0.0,False,0,6,0,20,3829,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-13809,0.0284,0.0,False,0,13,0,65,5284,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-13837,2.1498,0.0,False,0,163,0,78,69384,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-13925,1.281,0.0,False,0,109,0,48,60037,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-13933,0.0217,0.0,False,0,12,0,19,4716,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-13964,0.2502,0.0,False,0,54,0,88,20744,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-14007,0.8901,0.0,False,0,104,0,63,49285,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-14011,0.4026,0.0,False,0,62,0,24,40266,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-14017,0.4492,0.0,False,0,99,0,37,26448,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-14034,0.1594,0.0,False,0,48,0,66,13357,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-14053,0.0935,0.0,False,0,32,0,33,12567,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-14122,0.3961,0.0,False,0,84,0,27,21640,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-14140,0.0285,0.0,False,0,21,0,32,3729,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-14155,0.0,0.0,False,0,1,0,0,0,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-14170,1.8729,0.0,False,0,102,0,97,76289,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-14311,3.4563,0.0,False,0,251,0,103,74022,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-14315,0.0079,0.0,False,0,7,0,19,1912,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-14349,0.0781,0.0,False,0,28,0,38,10551,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-14376,0.0095,0.0,False,0,6,0,15,3363,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-14404,0.0083,0.0,False,0,6,0,11,2626,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-14434,0.1428,0.0,False,0,21,0,79,32525,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-14493,0.2058,0.0,False,0,56,0,32,17599,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-14500,0.0159,0.0,False,0,9,0,40,3646,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-14534,0.3548,0.0,False,0,73,0,73,26769,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-14539,0.0118,0.0,False,0,7,0,79,3401,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-14559,0.0183,0.0,False,0,10,0,29,5807,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-14580,4.0059,0.0,False,0,251,0,33,90404,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-14631,0.1215,0.0,False,0,21,0,51,30266,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-14725,0.0799,0.0,False,0,37,0,33,7722,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-14771,0.4527,0.0,False,0,140,0,47,17330,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-14792,0.0153,0.0,False,0,8,0,59,3209,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-14915,0.0788,0.0,False,0,12,0,61,25747,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-14999,0.5716,0.0,False,0,60,0,70,56792,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-15127,0.0182,0.0,False,0,11,0,64,3044,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-15161,0.0814,0.0,False,0,36,0,18,9791,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-15252,0.0085,0.0,False,0,4,0,78,2474,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-15268,0.0198,0.0,False,0,11,0,24,3399,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-15278,0.1414,0.0,False,0,20,0,29,29326,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-15280,3.884,0.0,False,0,251,0,145,94892,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-15375,1.9405,0.0,False,0,168,0,121,57608,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-15382,0.1132,0.0,False,0,39,0,52,12955,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-15503,3.8085,0.0,False,0,251,0,99,80719,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-15525,0.0933,0.0,False,0,22,0,97,5723,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-15554,0.0958,0.0,False,0,37,0,24,8965,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-15561,3.1057,0.0,False,0,197,0,42,94984,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-15563,1.6175,0.0,False,0,190,0,60,44733,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-15572,0.0088,0.0,False,0,5,0,22,3002,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-15629,1.0498,0.0,False,0,107,0,52,58371,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-15695,0.0802,0.0,False,0,21,0,70,9311,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-15732,0.0283,0.0,False,0,17,0,35,4491,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-15741,0.2111,0.0,False,0,30,0,33,34765,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-15814,0.1549,0.0,False,0,65,0,18,11369,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-15916,3.064,0.0,False,0,217,0,96,86787,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-15930,3.3331,0.0,False,0,251,0,76,76615,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-15957,4.0201,0.0,False,0,251,0,59,99628,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-15973,0.0947,0.0,False,0,14,0,16,29099,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-15987,0.0081,0.0,False,0,7,0,14,2347,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-16032,0.105,0.0,False,0,34,0,28,14567,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-16100,0.0536,0.0,False,0,23,0,93,7166,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-16136,0.0312,0.0,False,0,12,0,60,5717,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-16256,0.1536,0.0,False,0,44,0,28,15288,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-16263,4.1799,0.0,False,0,195,0,59,138096,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-16315,0.3768,0.0,False,0,46,0,27,39818,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-16454,0.9075,0.0,False,0,133,0,93,39652,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-16502,0.0782,0.0,False,0,47,0,28,5795,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-16612,0.0072,0.0,False,0,5,0,13,2678,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-16631,0.2743,0.0,False,0,39,0,45,32314,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-16642,0.0154,0.0,False,0,9,0,39,3852,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-16662,0.0247,0.0,False,0,15,0,52,4233,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-16667,0.017,0.0,False,0,10,0,91,4429,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-16819,0.4515,0.0,False,0,49,0,182,40848,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-16877,0.019,0.0,False,0,15,0,43,4401,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-16901,0.4669,0.0,False,0,75,0,241,30935,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-16938,0.3194,0.0,False,0,120,0,30,13996,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-16950,0.2682,0.0,False,0,47,0,45,34704,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-17084,0.1948,0.0,False,0,28,0,34,34950,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,django__django-17087,0.1606,0.0,False,0,27,0,52,30416,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,matplotlib__matplotlib-13989,0.0275,0.0,False,0,18,0,18,5218,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,matplotlib__matplotlib-14623,0.0484,0.0,False,0,23,0,39,7170,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,matplotlib__matplotlib-20488,4.3791,0.0,False,0,251,0,123,103833,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,matplotlib__matplotlib-20676,0.0559,0.0,False,0,28,0,31,5524,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,matplotlib__matplotlib-20826,0.1321,0.0,False,0,37,0,106,10287,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,matplotlib__matplotlib-20859,0.9988,0.0,False,0,251,0,43,24252,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,matplotlib__matplotlib-21568,0.0401,0.0,False,0,21,0,26,5261,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,matplotlib__matplotlib-22865,0.0199,0.0,False,0,16,0,28,3965,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,matplotlib__matplotlib-22871,0.0257,0.0,False,0,18,0,30,4932,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,matplotlib__matplotlib-23299,0.5482,0.0,False,0,102,0,104,32419,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,matplotlib__matplotlib-23314,0.0028,0.0,False,0,4,0,30,1191,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,matplotlib__matplotlib-23412,0.2137,0.0,False,0,35,0,31,33540,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,matplotlib__matplotlib-23476,0.0019,0.0,False,0,3,0,6,1589,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,matplotlib__matplotlib-24026,0.001,0.0,False,0,2,0,4,930,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,matplotlib__matplotlib-24177,0.045,0.0,False,0,22,0,23,7259,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,matplotlib__matplotlib-24570,0.3001,0.0,False,0,69,0,24,21676,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,matplotlib__matplotlib-24627,0.2117,0.0,False,0,27,0,41,41539,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,matplotlib__matplotlib-24637,0.3155,0.0,False,0,54,0,25,35650,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,matplotlib__matplotlib-24870,0.0564,0.0,False,0,24,0,37,7955,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,matplotlib__matplotlib-25287,0.018,0.0,False,0,10,0,24,5278,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,matplotlib__matplotlib-25311,0.0639,0.0,False,0,39,0,36,5331,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,matplotlib__matplotlib-25332,0.0356,0.0,False,0,19,0,104,4985,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,matplotlib__matplotlib-25479,0.0125,0.0,False,0,8,0,17,4386,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,matplotlib__matplotlib-25775,0.5737,0.0,False,0,108,0,84,28391,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,matplotlib__matplotlib-25960,0.0684,0.0,False,0,29,0,34,8087,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,matplotlib__matplotlib-26208,1.4953,0.0,False,0,172,0,48,51275,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,matplotlib__matplotlib-26291,0.0122,0.0,False,0,11,0,46,2884,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,matplotlib__matplotlib-26342,0.0049,0.0,False,0,6,0,9,1796,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,matplotlib__matplotlib-26466,0.0586,0.0,False,0,26,0,21,7398,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,mwaskom__seaborn-3069,1.7975,0.0,False,0,159,0,34,60098,0
gemini_2.5_flash-agent-t_0.8-baseline_raw.0-verified-500,Raw Agent,mwaskom__seaborn-3187,0.0187,0.0,False,0,14,0,29,4070,0
