experiment,instance_id,cost,summary_cost,has_summary,summary_count,turn_count,mean_reasoning_tokens,mean_completion_tokens,mean_prompt_tokens,outcome
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-12143,0.3258,0.0039,True,1,52,11,144,16047,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,scikit-learn__scikit-learn-11310,0.78,0.0144,True,2,72,7,302,27589,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,sphinx-doc__sphinx-8269,0.2351,0.0,False,0,20,64,338,30790,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-11532,0.8382,0.0314,True,4,98,9,240,22158,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,astropy__astropy-14309,0.5038,0.0143,True,2,48,16,540,25152,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-11603,0.362,0.0077,True,1,34,10,180,30239,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-15814,0.3017,0.0082,True,1,32,73,217,29580,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,sphinx-doc__sphinx-10673,0.4197,0.0,False,0,28,45,575,37450,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-15277,0.1839,0.0045,True,1,34,35,116,16896,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,sphinx-doc__sphinx-8638,2.6629,0.1149,True,10,247,4,335,27570,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-11095,1.9851,0.0702,True,8,192,6,319,26649,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-13933,0.992,0.0199,True,3,88,5,823,26432,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,pylint-dev__pylint-6903,0.2802,0.0,False,0,24,19,219,31032,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,matplotlib__matplotlib-25960,1.1051,0.0309,True,4,114,22,271,24802,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,sympy__sympy-18189,0.2415,0.0,False,0,16,29,775,38200,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-15731,0.3935,0.007,True,1,51,13,217,22009,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,sphinx-doc__sphinx-9698,0.6829,0.0231,True,3,81,13,265,22839,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,sphinx-doc__sphinx-9367,0.0704,0.0,False,0,14,40,194,13196,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-14493,0.7445,0.0163,True,3,92,15,289,20276,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-14631,2.4681,0.0966,True,10,249,3,294,25394,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,pylint-dev__pylint-7080,2.8796,0.0978,True,9,222,3,346,33461,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,sympy__sympy-17139,0.1887,0.0053,True,1,32,46,232,14820,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-12754,2.2533,0.0983,True,10,241,4,348,23353,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,pylint-dev__pylint-7277,2.4185,0.0886,True,10,250,2,306,24484,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-16136,0.814,0.026,True,4,108,3,229,19286,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-12419,0.3895,0.0083,True,1,37,11,119,29759,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,astropy__astropy-13579,1.0613,0.0252,True,2,68,4,343,40174,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,astropy__astropy-14598,1.0568,0.0134,True,1,52,328,1235,47097,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-15382,2.395,0.095,True,10,249,4,287,24925,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,pallets__flask-5014,0.3817,0.0071,True,1,38,7,181,26582,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-12262,2.5985,0.0987,True,10,250,2,375,25864,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-12774,1.2199,0.0357,True,5,136,2,293,23035,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,pytest-dev__pytest-5840,0.2357,0.0,False,0,21,25,302,29353,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,sympy__sympy-23262,1.3685,0.0449,True,6,149,1,288,23225,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-13794,2.1389,0.0564,True,6,151,2,320,36668,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-15022,0.2832,0.0088,True,1,32,94,405,22306,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,pytest-dev__pytest-7236,0.3049,0.0089,True,1,32,21,335,24027,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,scikit-learn__scikit-learn-13142,0.1497,0.0,False,0,14,27,242,30476,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-16139,0.4018,0.0066,True,1,46,11,290,22477,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,sympy__sympy-16792,2.2941,0.082,True,10,246,4,254,23723,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-11292,2.3555,0.0837,True,9,224,5,386,26116,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-14122,0.8196,0.0287,True,4,109,0,209,20279,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-14765,0.218,0.0,False,0,18,23,157,34501,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-15503,4.4519,0.1293,True,10,242,3,666,46136,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-13417,0.6244,0.0147,True,2,67,8,258,26523,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,pydata__xarray-6599,2.5895,0.0809,True,8,194,4,411,34196,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,sympy__sympy-19783,1.006,0.027,True,3,91,8,240,28857,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-13195,0.1485,0.0,False,0,23,24,258,19365,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,sphinx-doc__sphinx-11510,2.3072,0.0827,True,8,191,2,449,30112,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,sympy__sympy-15875,3.8381,0.1277,True,10,250,2,507,38535,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,django__django-15278,0.4206,0.008,True,1,44,34,455,26364,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,scikit-learn__scikit-learn-14141,0.0746,0.0,False,0,11,33,169,19580,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-llm_summary_N_21_M_10-summarizer_for_eval-run_1,pytest-dev__pytest-8399,0.4201,0.0094,True,1,37,21,276,29368,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,django__django-14053,3.3926,0.0,False,0,135,28,294,65631,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,matplotlib__matplotlib-26466,0.3269,0.0,False,0,32,21,174,27311,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,sphinx-doc__sphinx-9230,10.8995,0.0,False,0,197,2,469,146423,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,psf__requests-6028,0.8573,0.0,False,0,57,27,333,39666,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,django__django-13344,2.7291,0.0,False,0,115,6,314,62658,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,sympy__sympy-18763,0.632,0.0,False,0,31,16,322,54374,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,matplotlib__matplotlib-24627,2.9602,0.0,False,0,104,6,239,76050,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,sympy__sympy-20428,0.6833,0.0,False,0,34,14,288,59633,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,django__django-16950,0.9624,0.0,False,0,64,34,299,40010,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,matplotlib__matplotlib-20859,0.0218,0.0,False,0,7,118,177,7518,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,django__django-12276,0.0983,0.0,False,0,15,140,313,16766,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,django__django-13590,1.7869,0.0,False,0,98,5,215,48971,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,matplotlib__matplotlib-22865,0.8314,0.0,False,0,45,4,166,49965,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,django__django-11099,0.1518,0.0,False,0,27,32,124,14913,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,scikit-learn__scikit-learn-25973,0.2117,0.0,False,0,28,153,382,18226,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,pylint-dev__pylint-8898,2.5936,0.0,False,0,111,5,315,75259,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,pydata__xarray-7229,5.8814,0.0,False,0,198,1,227,79177,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,sphinx-doc__sphinx-7889,1.5179,0.0,False,0,82,11,122,49227,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,pydata__xarray-6721,1.8302,0.0,False,0,93,5,279,51371,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,django__django-12858,0.7854,0.0,False,0,62,12,202,34191,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,django__django-13512,1.3463,0.0,False,0,66,13,198,55554,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,django__django-15561,2.5335,0.0,False,0,56,4,3502,110062,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,sympy__sympy-23413,0.7035,0.0,False,0,46,142,505,38662,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,sphinx-doc__sphinx-7454,6.7282,0.0,False,0,219,9,221,81047,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,matplotlib__matplotlib-20488,5.8139,0.0,False,0,133,1,322,116824,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,django__django-12965,3.1432,0.0,False,0,117,9,337,72482,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,django__django-13513,0.3777,0.0,False,0,45,14,162,22330,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,scikit-learn__scikit-learn-13328,0.0852,0.0,False,0,12,150,302,19221,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,django__django-13012,0.7579,0.0,False,0,48,34,343,42378,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,sphinx-doc__sphinx-9258,1.5768,0.0,False,0,52,10,352,80728,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,sphinx-doc__sphinx-7910,11.9695,0.0,False,0,231,9,313,138511,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,psf__requests-1921,10.0748,0.0,False,0,249,3,220,107676,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,django__django-11138,0.4011,0.0,False,0,36,41,316,30184,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,django__django-16631,10.2815,0.0,False,0,249,4,225,113136,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,sphinx-doc__sphinx-8595,8.359,0.0,False,0,163,8,273,137705,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,sympy__sympy-15017,0.157,0.0,False,0,22,44,208,19132,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,sphinx-doc__sphinx-10614,4.6362,0.0,False,0,139,53,340,88029,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,sympy__sympy-24213,1.4454,0.0,False,0,88,5,296,42186,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,django__django-14855,8.6802,0.0,False,0,196,2,424,119415,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,scikit-learn__scikit-learn-10844,0.0,0.0,False,0,0,0,0,0,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,scikit-learn__scikit-learn-14087,11.7934,0.0,False,0,246,3,372,127385,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,matplotlib__matplotlib-22719,0.2474,0.0,False,0,25,58,272,25675,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,matplotlib__matplotlib-24149,0.263,0.0,False,0,26,29,193,26999,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,django__django-16662,0.0535,0.0,False,0,9,98,295,17349,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,scikit-learn__scikit-learn-13779,0.1031,0.0,False,0,10,126,294,29938,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,sympy__sympy-12489,0.0932,0.0,False,0,18,119,208,15518,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,pylint-dev__pylint-6528,2.3385,0.0,False,0,82,7,270,82232,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,django__django-13406,10.4492,0.0,False,0,174,9,684,161658,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,django__django-13551,0.2456,0.0,False,0,38,32,139,17160,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,sympy__sympy-17655,0.1344,0.0,False,0,16,135,308,22044,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,pydata__xarray-4629,0.1172,0.0,False,0,18,33,151,18753,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,django__django-13297,2.1475,0.0,False,0,131,0,315,43487,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,psf__requests-1724,0.2321,0.0,False,0,23,62,203,26642,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,pytest-dev__pytest-10356,9.3037,0.0,False,0,170,3,465,145623,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,psf__requests-2317,1.5439,0.0,False,0,74,69,230,57509,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,scikit-learn__scikit-learn-12973,1.2719,0.0,False,0,65,38,311,50802,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,django__django-11885,10.9287,0.0,False,0,250,2,389,117396,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,matplotlib__matplotlib-24177,0.0,0.0,False,0,0,0,0,0,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,sympy__sympy-15345,0.2646,0.0,False,0,32,16,241,21235,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,django__django-14238,0.3218,0.0,False,0,36,25,289,24481,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,pydata__xarray-3095,4.2941,0.0,False,0,137,4,311,82878,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,django__django-15380,0.0,0.0,False,0,0,0,0,0,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,django__django-15103,0.3452,0.0,False,0,37,15,91,26031,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,django__django-14349,1.7955,0.0,False,0,79,11,342,58881,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,django__django-10973,0.361,0.0,False,0,50,21,196,18738,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,matplotlib__matplotlib-23476,0.2946,0.0,False,0,42,27,167,18389,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,scikit-learn__scikit-learn-12585,0.3047,0.0,False,0,30,21,266,26844,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,sphinx-doc__sphinx-10449,0.6746,0.0,False,0,35,15,278,50954,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,sphinx-doc__sphinx-7440,1.1184,0.0,False,0,61,9,143,57600,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,sympy__sympy-21847,0.9481,0.0,False,0,55,15,273,45532,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,django__django-15037,0.3105,0.0,False,0,38,20,197,25597,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,django__django-16263,2.0062,0.0,False,0,103,8,294,50827,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,django__django-16560,0.717,0.0,False,0,53,7,226,39317,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,sympy__sympy-23824,0.213,0.0,False,0,17,13,211,35169,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,scikit-learn__scikit-learn-13496,0.6095,0.0,False,0,45,19,249,35894,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,sphinx-doc__sphinx-8056,1.1553,0.0,False,0,56,8,254,54205,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,django__django-14140,1.0951,0.0,False,0,65,18,226,44444,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,sympy__sympy-22714,1.3227,0.0,False,0,53,25,357,65432,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,astropy__astropy-14369,2.1377,0.0,False,0,61,15,428,99463,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,django__django-11276,0.0,0.0,False,0,0,0,0,0,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,django__django-15572,0.2561,0.0,False,0,32,25,181,21768,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,django__django-14787,0.1878,0.0,False,0,20,90,359,24695,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,sympy__sympy-14531,9.192,0.0,False,0,211,8,319,117263,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,django__django-15863,3.6142,0.0,False,0,79,11,2744,110381,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,django__django-13516,0.3739,0.0,False,0,47,19,136,21110,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,django__django-14434,1.5514,0.0,False,0,62,12,1977,56664,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,matplotlib__matplotlib-20826,0.6305,0.0,False,0,39,15,297,44753,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,pytest-dev__pytest-6202,1.1221,0.0,False,0,63,13,121,49923,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,sympy__sympy-19495,0.2435,0.0,False,0,26,78,421,23233,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,django__django-11299,6.7818,0.0,False,0,205,9,272,88605,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,scikit-learn__scikit-learn-26323,1.0937,0.0,False,0,82,6,153,35562,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,sympy__sympy-13031,0.228,0.0,False,0,16,209,519,39054,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,sympy__sympy-13878,5.5079,0.0,False,0,171,2,537,85938,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,psf__requests-1142,0.6923,0.0,False,0,38,17,212,48133,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,django__django-15851,0.1456,0.0,False,0,27,40,158,14449,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,pytest-dev__pytest-6197,1.2248,0.0,False,0,51,38,654,60839,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,sympy__sympy-24443,3.4582,0.0,False,0,95,3,1550,88660,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,django__django-16315,2.4318,0.0,False,0,112,4,348,56624,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,sympy__sympy-20154,0.2307,0.0,False,0,23,27,172,28110,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,django__django-13568,0.0906,0.0,False,0,16,45,161,15409,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,django__django-13033,2.3724,0.0,False,0,87,7,1067,69585,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,sphinx-doc__sphinx-10435,8.8042,0.0,False,0,245,3,162,98770,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,django__django-13158,4.6912,0.0,False,0,186,8,252,67125,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,django__django-16100,0.0903,0.0,False,0,16,26,176,16275,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,sphinx-doc__sphinx-9229,6.4412,0.0,False,0,131,6,365,132402,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,astropy__astropy-13453,8.2914,0.0,False,0,180,4,528,123652,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,sympy__sympy-12419,13.2235,0.0,False,0,248,0,270,142939,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,sympy__sympy-13372,0.7097,0.0,False,0,48,9,281,46838,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,sphinx-doc__sphinx-8035,8.265,0.0,False,0,175,2,351,126743,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,django__django-11815,2.8717,0.0,False,0,120,6,288,64247,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,sphinx-doc__sphinx-8548,3.5276,0.0,False,0,95,14,215,101292,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,scikit-learn__scikit-learn-25931,0.114,0.0,False,0,19,226,478,15953,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,sympy__sympy-24066,0.2953,0.0,False,0,19,16,1091,36327,1
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,sphinx-doc__sphinx-10323,1.8036,0.0,False,0,98,20,252,48110,0
gemini-2.5-flash_maxiter_250_N_v0.43.0-no-hint-raw_agent-run_1,sphinx-doc__sphinx-9673,7.7502,0.0,False,0,209,3,287,98623,0
